PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00295 uM,Activity at 0.015 uM,Activity at 0.074 uM,Activity at 0.369 uM,Activity at 1.843 uM,Activity at 9.217 uM,Activity at 46.08 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,"Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,"NCGC designation for data stage: 'qHTS', 'qHTS Verification', 'Secondary Profiling'"
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,PERCENT,NONE,NONE,NONE,NONE,NONE,PERCENT,PERCENT,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,
314,50106016,24867484,C1[C@@H]2[C@H]([C@@H]([C@H](O2)N3C4=NC=NC(=C4N=C3SC5=CC=C(C=C5)Cl)N)O)OP(=O)(O1)[O-].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-14.0954,1.8381,8.8903,8.0522,8.2912,28.8325,-7.1633,-14.0954,QC'd by SigmaAldrich
315,50104658,1727,C1=CN=CC=C1N,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 1,15.9415,2.9496,12.9544,-0.8109,1.3282,0.015,-10.4113,15.9415,QC'd by SigmaAldrich
316,50104549,2910,C1C2CC(C1C=C2)C3NC4=CC(=C(C=C4S(=O)(=O)N3)S(=O)(=O)N)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,47.4933,2.6425,23.7927,17.0512,19.6812,18.8758,31.8783,47.4933,QC'd by SigmaAldrich
317,50105864,1908,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=C(C=C3)S(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-30.4624,-17.3071,-14.0315,-3.2528,-5.2366,2.3417,-16.8625,-30.4624,QC'd by SigmaAldrich
318,26753525,71587,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-27.8722,-14.516,17.8851,-1.0808,26.0028,24.1296,20.4473,-27.8722,QC'd by SigmaAldrich
319,50106489,84003,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,4.4999,-3.5407,-10.6173,-2.1881,9.1803,13.4428,-2.8859,4.4999,QC'd by SigmaAldrich
320,50105801,75626,C1=CC(=CC=C1C(=N)N)N.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,2.5313,-1.5272,-8.6936,3.1657,10.1605,31.4317,5.4185,2.5313,QC'd by SigmaAldrich
321,50106018,11957491,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-].[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,11.8201,-24.1999,-18.5254,-10.3719,27.9065,7.1471,-6.4518,11.8201,QC'd by SigmaAldrich
322,50106922,6420043,C1NCCN(C1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,49.8962,2.4225,9.4733,-11.3066,18.0579,24.1419,11.0325,49.8962,QC'd by SigmaAldrich
323,50105734,451515,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)N=[N+]=[N-],Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,10.8759,11.6901,34.0059,16.4322,28.939,18.9447,-4.2802,10.8759,QC'd by SigmaAldrich
324,50106853,61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,19.2684,-34.6796,-13.9878,-21.8976,-9.7619,1.9765,-3.373,19.2684,QC'd by SigmaAldrich
325,50106782,5284443,CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 1 0 1,4.7232,21.5256,-0.957,-1.888,16.7286,29.9028,7.8422,4.7232,QC'd by SigmaAldrich
326,50106424,11957565,CC(=O)O.C(C[C@@H](C(=O)O)N)CN=C(N)NO,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,5.7285,1.0769,-13.6198,-1.2252,27.1714,26.1225,-14.6004,5.7285,QC'd by SigmaAldrich
327,50106714,6093161,C1=CC(=C(C=C1S(=O)(=O)[O-])S(=O)(=O)[O-])NC(=O)C2=CC(=CC(=C2)NC(=O)NC3=CC(=CC(=C3)C(=O)NC4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)NC5=C(C=C(C=C5)S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)NC6=C(C=C(C=C6)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,2.0907,4.6454,0.219,5.8518,12.6527,33.124,2.877,2.0907,QC'd by SigmaAldrich
328,50106142,24867492,CC[C@@H](C)C1CN[C@@H]([C@H]1CC(=O)O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.1921,-3.5787,-1.6821,-0.1228,7.6166,-1.8641,-9.4103,-2.1921,QC'd by SigmaAldrich
329,50106573,9082,C(CS)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0,-21.7484,-2.2101,-11.074,-2.6337,16.1096,19.3428,-16.8078,-21.7484,QC'd by SigmaAldrich
330,50105927,24867481,CCCC.CCCCCCCC.CCCCCCCCCCCCCCC/C=C/[C@H]([C@H](NC(=O)CCCCCCCCCCCCC)OC)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,7.8349,13.5093,4.0954,4.1888,7.9022,15.9556,18.0819,7.8349,QC'd by SigmaAldrich
331,50105857,11957454,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,18.9132,0.5266,9.2783,-2.4376,17.9004,26.1772,11.052,18.9132,QC'd by SigmaAldrich
332,50106204,99562,CN1C=NC2=C1C(=O)N(C(=O)N2C)CC#C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,-12.1167,-17.0363,-15.5948,-16.969,-1.5566,24.4274,2.1524,-12.1167,QC'd by SigmaAldrich
333,50107128,471,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,17.0706,8.2765,-3.3859,-4.1555,11.4776,36.4899,-2.3953,17.0706,QC'd by SigmaAldrich
334,50106644,441350,C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,-4.1474,-10.3144,12.397,0.8309,10.5985,9.5001,-1.2325,-4.1474,QC'd by SigmaAldrich
335,50104862,16758830,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-33.1545,-12.412,10.8594,18.698,4.745,2.0625,-4.5452,-33.1545,QC'd by SigmaAldrich
336,50104357,1884,C1=CC2=C(C=C1Cl)NC(=CC2=O)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.4742,-0.3135,-4.2228,-4.4372,-14.2181,8.9497,-9.874,-0.4742,QC'd by SigmaAldrich
337,50106992,11957691,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OP(=O)(NC(CC(C)C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)[O-])[O-])O)O)O.[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,7.1646,-9.84,3.7612,6.7047,8.2592,23.1778,-5.851,7.1646,QC'd by SigmaAldrich
338,50106503,196663,CC(C)C[C@@H](CSSC[C@H](CC(C)C)N)N.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-32.8989,12.1633,23.4921,20.2625,23.4369,31.7381,14.4713,-32.8989,QC'd by SigmaAldrich
339,50106301,5469318,CC(=CCC/C(=C/CC/C(=C/CSC1=CC=CC=C1C(=O)O)/C)/C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,6.9602,14.3536,15.3029,8.4287,5.5901,17.6892,-13.3186,6.9602,QC'd by SigmaAldrich
340,50106993,197067,COC(=O)[C@@H]1[C@H](CC[C@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,6.268,-17.4573,-7.1949,-0.5623,-1.1356,1.8229,-9.209,6.268,QC'd by SigmaAldrich
341,50106019,23666711,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)[O-].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,-12.6976,-10.418,0.0926,-3.7572,-15.217,28.3379,-7.1398,-12.6976,QC'd by SigmaAldrich
342,50106923,10018826,CCCN1CCCC2C1CC3=CN=C(N=C3C2)N.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,30.6249,1.537,19.2372,6.2137,18.3378,39.0335,-0.9389,30.6249,QC'd by SigmaAldrich
343,50106362,16759250,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CCC3C2CCC4=CC(=O)CC[C@]34C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,-7.8565,-1.626,6.4091,10.1053,-1.7507,3.189,-29.3551,-7.8565,QC'd by SigmaAldrich
344,50106080,6252,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-16.3507,3.3887,32.4229,16.2621,19.6817,4.5324,-25.1909,-16.3507,QC'd by SigmaAldrich
345,50105733,9433,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,17.7736,5.9923,3.6971,15.2516,4.4084,18.5519,-19.0304,17.7736,QC'd by SigmaAldrich
346,50104722,441276,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-22.5783,-10.1268,-0.4574,-13.1018,-6.7497,-3.5796,-17.2852,-22.5783,QC'd by SigmaAldrich
347,50106425,11957566,CCCN(CCC)C1CCC2=C(C1)C=C(C=C2)O.Br,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.4274,-12.7394,4.5348,-4.5947,17.0269,28.5593,-10.7655,-9.4274,QC'd by SigmaAldrich
348,50105421,650,CC(=O)C(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 1 0 0 0 0,-30.568,-22.1978,7.2192,-8.1187,15.3595,22.214,-3.5623,-30.568,QC'd by SigmaAldrich
349,50105220,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.3006,0.5353,-0.0839,20.4166,-2.5951,5.798,-7.9947,-0.3006,QC'd by SigmaAldrich
350,50105928,4353,CC(=O)NBr,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,29.3627,19.5515,4.0084,11.318,20.4905,25.7577,6.5113,29.3627,QC'd by SigmaAldrich
351,50106141,11957517,CC(C)(C)NCC(COC1=CC=CC2=C1NC(=O)N2)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,4.0969,3.0998,-6.0305,-13.8045,10.4354,7.926,10.6782,4.0969,QC'd by SigmaAldrich
352,50105803,5283389,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,2.4513,10.8743,28.8452,27.1767,24.3025,21.7483,4.3537,2.4513,QC'd by SigmaAldrich
353,50106203,23615947,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)OC)O.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-30.2235,-19.3261,-8.8331,6.3375,19.9648,3.8728,-18.8882,-30.2235,QC'd by SigmaAldrich
354,50106643,6093160,C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=O)NC3=C4C(=CC(=CC4=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)NC5=C6C(=CC(=CC6=C(C=C5)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,,6.8516,4.3174,-13.6553,2.6394,-2.0722,29.4404,-11.5527,6.8516,QC'd by SigmaAldrich
355,50105578,2331,C1=CC=C(C=C1)C(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,4.3138,-11.3361,-5.3566,-14.3649,-10.8963,14.1894,-17.9397,4.3138,QC'd by SigmaAldrich
356,50106504,27944,C1CSC2=N[C@H](CN21)C3=CC=CC=C3.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,11.2255,-3.3701,7.7012,8.1855,-2.2402,31.0894,-2.2925,11.2255,QC'd by SigmaAldrich
357,50104171,44093,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,3.7456,-9.0063,0.9456,-10.419,-6.945,27.9826,4.7124,3.7456,QC'd by SigmaAldrich
358,50104865,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,-17.3437,11.082,12.7534,17.5954,17.5028,21.2437,-23.0437,-17.3437,QC'd by SigmaAldrich
359,50104794,2051,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0,-20.9253,13.8306,-6.2302,-5.5827,29.9768,45.9431,10.8236,-20.9253,QC'd by SigmaAldrich
360,50105736,11957442,CN(C)C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,1.0012,-11.359,-2.2721,-8.0084,-8.4154,23.4786,-5.5004,1.0012,QC'd by SigmaAldrich
361,50104972,3932,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 1,-4.4753,0.5311,-5.1206,13.0425,1.3526,19.6835,20.3624,-4.4753,QC'd by SigmaAldrich
362,50107068,5329255,C1=CC(=C(C=C1/C=C(/C(=O)NCCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N)\C#N)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,4.1286,0.1254,6.6685,-2.5188,3.1356,14.778,5.5777,4.1286,QC'd by SigmaAldrich
363,50106361,2723890,COC1=C(C=CC(=C1)C(CO)O)O.COC1=C(C=CC(=C1)C(CO)O)O.C1CNCCN1,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,-18.2609,-9.6236,8.4626,14.0363,-11.4762,13.1099,1.6609,-18.2609,QC'd by SigmaAldrich
364,50106924,9373,CN(CC#C)CC1=CC=CC=C1.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,4.5346,10.3315,27.3491,6.0998,5.9193,54.1249,-8.3007,4.5346,QC'd by SigmaAldrich
365,50104614,1456,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 1 0 1,-10.1389,-32.3156,7.9637,-21.9011,0.4922,45.1721,-32.7224,-10.1389,QC'd by SigmaAldrich
366,50107210,6440459,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C(=C/C(=O)O)\C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,-0.9103,12.9919,-18.2899,-24.9139,-9.4133,24.4005,-16.4896,-0.9103,QC'd by SigmaAldrich
367,50106020,401,C1C(C(=O)NO1)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,10.0328,0.3173,6.6627,7.2263,14.7598,24.3235,-10.4653,10.0328,QC'd by SigmaAldrich
368,50104474,38853,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,35.3871,-2.2331,-8.2538,14.5334,26.0007,13.6614,-12.302,35.3871,QC'd by SigmaAldrich
369,50106206,57004,C(CC(C(F)F)(C(=O)O)N)CN.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.5693,-13.9539,-22.7505,-5.9131,-6.934,18.0456,-19.8555,-14.5693,QC'd by SigmaAldrich
370,50105806,124887,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCCCN.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0,-8.5934,8.4051,7.3752,-2.8563,17.7713,19.8773,16.8299,-8.5934,QC'd by SigmaAldrich
371,50106145,8980,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-37.8136,-15.504,-20.6315,-6.8159,-0.4054,13.3263,-19.7895,-37.8136,QC'd by SigmaAldrich
372,50105859,135873470,C1[C@H]2[C@@H](C(C(O2)N3C4=C(C(=O)NC(=N4)N)N=C3Br)O)OP(=O)(O1)[O-].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,8.1019,6.7113,-16.4527,-21.2116,-0.3013,12.3588,-6.6928,8.1019,QC'd by SigmaAldrich
373,50106785,4551,C1C2=NOC(=O)N2C3=C(O1)C=CC(=C3)Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,14.6927,-5.3219,3.1884,3.0187,3.0952,24.9305,-6.7657,14.6927,QC'd by SigmaAldrich
374,50106299,2837663,CC(C)(C(COC1=CC=CC2=C1N(C(=O)C=C2OC)C)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,19.0087,5.1089,1.4863,15.5977,-7.6387,24.8786,4.5568,19.0087,QC'd by SigmaAldrich
375,50106423,93550,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Cl-].[Cl-],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1,-23.0857,-19.3075,-10.0655,3.2776,-2.9007,14.6187,10.945,-23.0857,QC'd by SigmaAldrich
376,50105735,11957441,C1CCN(C1)CCOC(=O)CC2=CC(=C(C=C2)Cl)Cl.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,-0.8884,-11.332,17.1338,18.2122,8.5437,8.2595,-9.2828,-0.8884,QC'd by SigmaAldrich
377,50103922,3151,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-23.2902,3.308,32.0637,-7.259,32.3197,50.6017,-3.4907,-23.2902,QC'd by SigmaAldrich
378,50106783,4401,CN1C=NC2=C(N=CN=C21)NC3CCCC3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0,10.4353,-2.2517,9.0596,5.7842,-0.5196,11.9317,10.0276,10.4353,QC'd by SigmaAldrich
379,50107209,2733515,CC(=NCC1=CC=CC(=C1)CN)N.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,3.8244,-3.0735,-14.0127,-11.3282,5.6405,15.8621,-31.1253,3.8244,QC'd by SigmaAldrich
380,50105930,11957476,CC1=C(C2=CC=CC=C2S1)CC3=NCCN3.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-23.9846,-12.0556,3.7121,2.9759,4.7244,-4.3207,-3.3114,-23.9846,QC'd by SigmaAldrich
381,50106143,445227,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,10.0763,-22.0928,13.6477,9.4449,18.0381,5.0744,2.1666,10.0763,QC'd by SigmaAldrich
382,50105860,24867469,C[C@]12CCC3C([C@@H]1CC[C@@H]2O)CCC4[C@@]3(CC[C@H](C4)O)C,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 1,-10.2308,-23.6939,-8.1067,-12.621,-17.7916,-18.5205,-28.0356,-10.2308,QC'd by SigmaAldrich
383,26753521,11401613,C1=CC=C2C(=C1)C=CC3=C2C=CN=C3Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,11.7061,13.3464,6.1021,-0.8251,-3.0943,51.2416,-2.0127,11.7061,QC'd by SigmaAldrich
384,50104354,4498,C1CC(CNC1)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,6.1898,-15.8596,1.8044,-14.9516,-7.9674,11.4865,3.672,6.1898,QC'd by SigmaAldrich
385,50104169,5870,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-24.0272,-25.9234,-0.6907,16.5132,4.6585,3.7254,-4.8721,-24.0272,QC'd by SigmaAldrich
386,50106485,656717,C[C@]1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCC(=O)O)C3CCCC3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,2.0506,4.1016,37.9087,18.9698,9.8348,30.6091,-5.6995,2.0506,QC'd by SigmaAldrich
387,50106083,11957500,C(CON=C(N)N)[C@@H](C(=O)O)N.OS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,6.0501,-13.0225,11.8609,-3.1042,4.5336,52.9451,-1.0911,6.0501,QC'd by SigmaAldrich
388,50107131,6850813,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-3.6259,44.088,26.6749,27.9189,35.5009,21.21,28.6436,-3.6259,QC'd by SigmaAldrich
389,50106298,23663954,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)[O-].[Na+],Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0,-15.9865,-5.8547,-11.5675,0.8512,13.5547,5.322,-12.4498,-15.9865,QC'd by SigmaAldrich
390,50106702,157991,CC(=O)N[C@H](C(=O)O)C(C)(C)SN=O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0,12.3143,-1.1298,10.9584,4.4774,14.2979,28.2338,-12.0393,12.3143,QC'd by SigmaAldrich
391,50106289,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 1,-20.743,-13.6861,-7.0988,-7.1181,13.2283,34.905,-10.0389,-20.743,QC'd by SigmaAldrich
392,50107195,68554,CC1=C(C(=CC=C1)C)NC2=NCCCS2.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0,42.3911,-1.0193,6.1107,-12.705,15.1266,5.2561,-3.1361,42.3911,QC'd by SigmaAldrich
393,50106980,22475,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,-21.8086,14.7836,-8.4604,9.7077,3.9595,26.6512,-11.2181,-21.8086,QC'd by SigmaAldrich
394,50106005,2733,C1=CC2=C(C=C1Cl)NC(=O)O2,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0,-2.4148,1.2172,-8.8213,12.8243,16.7492,-1.4336,-15.1859,-2.4148,QC'd by SigmaAldrich
395,50106428,11957567,C[C@H](CC1=CN=CN1)N.Cl.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0,4.6607,19.0806,5.3991,14.7841,13.6997,39.371,7.2424,4.6607,QC'd by SigmaAldrich
