PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Standardized version of non-numeric measurement,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,,,
485,504841337,172472095,C1=CC(=NC=C1F)CNC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
486,504841338,172472096,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC6=C(C=C5)NN=C6,Unspecified,,,,20.454,IC50,=,20454,,nM,,
487,504841338,172472096,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC6=C(C=C5)NN=C6,Unspecified,,,,19.662,IC50,=,19662,,nM,,
488,504841339,33555040,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NCC3=CC=C(C=C3)N4C=CN=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
489,504841340,172472097,CC1=NC=C(C=C1)C(=O)NC2=NC=NC3=C2C(=C(N3)C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
490,504841340,172472097,CC1=NC=C(C=C1)C(=O)NC2=NC=NC3=C2C(=C(N3)C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
491,504841341,172472098,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5(COC5)CF,Active,,,,1.251,IC50,=,1251,,nM,,
492,504841341,172472098,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5(COC5)CF,Active,,,,1.744,IC50,=,1744,,nM,,
493,504841342,172472099,CC1=NC2=C(C=C1)C(=C(S2)C(=O)O)NC(=O)C3=CC=C(C=C3)NC(=O)NC4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
494,504841343,172472100,C1CN(CCC1C2=CC3=C(C=NN3C=C2)C(=O)N4CCC5=C(C4)NC=N5)C(=O)C6=CC=CC=C6,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
495,504841344,172472101,CC(C)[C@H](C1=NC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=CN4,Active,,,,1.286,IC50,=,1286,,nM,,
496,504841344,172472101,CC(C)[C@H](C1=NC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=CN4,Active,,,,1.165,IC50,=,1165,,nM,,
497,504841344,172472101,CC(C)[C@H](C1=NC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=CN4,Active,,,,0.989,IC50,=,989,,nM,,
498,504841345,172472102,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=NN4,Active,,,,0.939,IC50,=,939,,nM,,
499,504841345,172472102,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=NN4,Active,,,,0.815,IC50,=,815,,nM,,
500,504841345,172472102,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=NN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
501,504841346,171389869,CN1C(=C(C2=C1N=CC=C2)NC(=O)C3=CC=C(C=C3)NC(=O)NC4CC4)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
502,504841346,171389869,CN1C(=C(C2=C1N=CC=C2)NC(=O)C3=CC=C(C=C3)NC(=O)NC4CC4)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
503,504841347,172472103,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CC=C5)NC(=O)N,Active,,,,5.136,IC50,=,5136,,nM,,
504,504841347,172472103,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CC=C5)NC(=O)N,Active,,,,5.848,IC50,=,5848,,nM,,
505,504841348,172472104,C1CCN(CC1)C(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CN=C(C=N5)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
506,504841349,172472105,C1CN(C[C@@]1(CC2=CC=C(C=C2)F)CO)C3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
507,504841350,172472106,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5=CC=NO5,Active,,,,0.792,IC50,=,792,,nM,,
508,504841350,172472106,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5=CC=NO5,Active,,,,0.829,IC50,=,829,,nM,,
509,504841351,172472107,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](C3=CC4=C(C=C3)N=CN(C4=O)C)C(C)C,Active,,,,0.409,IC50,=,409,,nM,,
510,504841351,172472107,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](C3=CC4=C(C=C3)N=CN(C4=O)C)C(C)C,Active,,,,0.455,IC50,=,455,,nM,,
511,504841352,172472108,COC1=CC=C(C=C1)[C@@H]2CCN(C2)C3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
512,504841353,172472109,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(C=NN5C)OC,Unspecified,,,,50.867,IC50,=,50867,,nM,,
513,504841353,172472109,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(C=NN5C)OC,Unspecified,,,,55.872,IC50,=,55872,,nM,,
514,504841354,172472110,C1CCC(CC1)(C2=CC=CC=C2F)NC(=O)C3=CSC4=C3N=CN=C4NC(=O)NC5CC5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
515,504841355,172472111,CC1=CC2=C(C=C1)S[C@@H](C2)C(=O)N(C)CC[C@H](C(C)C)NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
516,504841356,172472112,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC5=CN=CO5,Active,,,,0.954,IC50,=,954,,nM,,
517,504841356,172472112,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC5=CN=CO5,Active,,,,1.914,IC50,=,1914,,nM,,
518,504841357,172472113,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5[C@H]6[C@@H]5COC6,Active,,,,0.629,IC50,=,629,,nM,,
519,504841357,172472113,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5[C@H]6[C@@H]5COC6,Active,,,,0.543,IC50,=,543,,nM,,
520,504841358,172472114,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(SC4=C3C=NC=C4)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
521,504841359,172472115,CCN1C=CC(=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,1.318,IC50,=,1318,,nM,,
522,504841359,172472115,CCN1C=CC(=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,1.53,IC50,=,1530,,nM,,
523,504841360,172472116,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=NN5CC6CC6,Active,,,,4.224,IC50,=,4224,,nM,,
524,504841360,172472116,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=NN5CC6CC6,Active,,,,3.905,IC50,=,3905,,nM,,
525,504841361,172472117,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CN=C(C=C3)N4C=CC=N4)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
526,504841362,172472118,CO[C@H]1C[C@H](N(C1)C2=NC=NC3=C2C=CN3)C(=O)O,Unspecified,,,,79.412,IC50,=,79412,,nM,,
527,504841362,172472118,CO[C@H]1C[C@H](N(C1)C2=NC=NC3=C2C=CN3)C(=O)O,Unspecified,,,,83.634,IC50,=,83634,,nM,,
528,504841363,172472119,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@H](C(C)C)C(=O)NC3CCOCC3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
529,504841364,172472120,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C6CC6,Active,,,,0.998,IC50,=,998,,nM,,
530,504841364,172472120,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C6CC6,Active,,,,1.231,IC50,=,1231,,nM,,
531,504841364,172472120,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)C6CC6,Active,,,,1.124,IC50,=,1124,,nM,,
532,504841365,172472121,C1CC(C1)[C@H](C2=CC3=C(C=C2)OCCO3)NC4=NC=NC5=C4C=CN5,Active,,,,5.196,IC50,=,5196,,nM,,
533,504841365,172472121,C1CC(C1)[C@H](C2=CC3=C(C=C2)OCCO3)NC4=NC=NC5=C4C=CN5,Active,,,,6.522,IC50,=,6522,,nM,,
534,504841366,172472122,COC1=CC2=C(C=C1)C(=C(S2)C(=O)O)NC(=O)C3=CC=C(C=C3)NC(=O)NC4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
535,504841367,172472123,CC(C)[C@@H]1C2(CCOCC2)CN1C3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
536,504841368,172472124,CC1=CC(=CC(=C1)CS(=O)(=O)NC2=CN=C3C(=C2)C=CN3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
537,504841369,172472125,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC(=NC4=CC=CC=C43)C(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
538,504841370,171389930,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=C4C(=NC=N3)OCCO4,Unspecified,,,,38.426,IC50,=,38426,,nM,,
539,504841371,172472126,CC1=C(C(=NN1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(CCCS5(=O)=O)C=C4)C(C)C,Active,,,,0.456,IC50,=,456,,nM,,
540,504841371,172472126,CC1=C(C(=NN1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(CCCS5(=O)=O)C=C4)C(C)C,Active,,,,0.272,IC50,=,272,,nM,,
541,504841371,172472126,CC1=C(C(=NN1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(CCCS5(=O)=O)C=C4)C(C)C,Active,,,,0.503,IC50,=,503,,nM,,
542,504841372,172472127,C1=CNC2=NC=NC(=C21)C(=O)N[C@H](CC(=O)O)C3=CC=NC=C3,Unspecified,,,,33.219,IC50,=,33219,,nM,,
543,504841372,172472127,C1=CNC2=NC=NC(=C21)C(=O)N[C@H](CC(=O)O)C3=CC=NC=C3,Unspecified,,,,34.497,IC50,=,34497,,nM,,
544,504841373,172472128,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=CC=C(C=C3)N4C=NN=C4)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
545,504841374,172472129,CC(C)[C@H](C1=CC2=C(C=C1)C(=O)NCC2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,15.261,IC50,=,15261,,nM,,
546,504841374,172472129,CC(C)[C@H](C1=CC2=C(C=C1)C(=O)NCC2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,14.959,IC50,=,14959,,nM,,
547,504841375,172472130,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=C(C(=NC=N3)OC)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
548,504841376,172472131,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CC(=O)O)C3=CC(=CC=C3)C(F)F,Unspecified,,,,76.435,IC50,=,76435,,nM,,
549,504841376,172472131,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CC(=O)O)C3=CC(=CC=C3)C(F)F,Unspecified,,,,72.299,IC50,=,72299,,nM,,
550,504841377,172472132,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC6=C(C=CC=C6N5)C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
551,504841378,172472133,CC1=C(NC2=C1C(=NC=N2)NC(=O)[C@@H](CC(F)F)C3CCC3)C,Active,,,,8.187,IC50,=,8187,,nM,,
552,504841378,172472133,CC1=C(NC2=C1C(=NC=N2)NC(=O)[C@@H](CC(F)F)C3CCC3)C,Active,,,,8.223,IC50,=,8223,,nM,,
553,504841379,172472134,C1=CNC2=NC=NC(=C21)C(=O)N[C@H](CC3=CC=NC=C3)CO,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
554,504841380,172472135,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5OC)C,Active,,,,1.789,IC50,=,1789,,nM,,
555,504841380,172472135,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5OC)C,Active,,,,1.905,IC50,=,1905,,nM,,
556,504841381,172472136,CC(C)[C@@H](C1=CC2=C(C=C1)OCCO2)N(C)C3=NC=NC4=C3C=C(N4)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
557,504841382,171389874,C1CC1C[C@@H](C(=O)O)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
558,504841382,171389874,C1CC1C[C@@H](C(=O)O)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
559,504841383,172472137,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCC5CN(C5)C,Active,,,,0.894,IC50,=,894,,nM,,
560,504841384,172472138,CC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Active,,,,6.387,IC50,=,6387,,nM,,
561,504841384,172472138,CC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Active,,,,6.247,IC50,=,6247,,nM,,
562,504841385,172472139,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)S(=O)(=O)N,Active,,,,3.428,IC50,=,3428,,nM,,
563,504841385,172472139,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)S(=O)(=O)N,Active,,,,3.072,IC50,=,3072,,nM,,
564,504841386,95579444,CN1C2=NC=NC(=C2C=N1)N[C@H](C3CC3)C4=CC5=C(C=C4)OCCO5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
565,504841386,95579444,CN1C2=NC=NC(=C2C=N1)N[C@H](C3CC3)C4=CC5=C(C=C4)OCCO5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
566,504841387,172472140,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C(=O)NC5CN(C5)C,Active,,,,0.189,IC50,=,189,,nM,,
567,504841388,172472141,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=CC(=C5)C#N,Unspecified,,,,17.769,IC50,=,17769,,nM,,
568,504841388,172472141,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=CC(=C5)C#N,Unspecified,,,,22.124,IC50,=,22124,,nM,,
569,504841389,172472142,CC1=NN(C=C1C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,0.411,IC50,=,411,,nM,,
570,504841389,172472142,CC1=NN(C=C1C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,0.493,IC50,=,493,,nM,,
571,504841389,172472142,CC1=NN(C=C1C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,0.469,IC50,=,469,,nM,,
572,504841390,172472143,C1COC2=C(O1)C=CC(=C2)[C@@H](C3CNC3)NC4=NC=NC5=C4C=CN5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
573,504841391,172472144,COC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=CC=C(C=C2)NC(=O)NC3CC3,Unspecified,,,,57.461,IC50,=,57461,,nM,,
574,504841391,172472144,COC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=CC=C(C=C2)NC(=O)NC3CC3,Unspecified,,,,37.806,IC50,=,37806,,nM,,
575,504841392,172472145,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CNN=C5,Active,,,,0.063,IC50,=,63,,nM,,
576,504841392,172472145,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CNN=C5,Active,,,,0.052,IC50,=,52,,nM,,
577,504841392,172472145,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CNN=C5,Active,,,,0.085,IC50,=,85,,nM,,
578,504841392,172472145,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CNN=C5,Active,,,,0.058,IC50,=,58,,nM,,
579,504841392,172472145,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CNN=C5,Active,,,,0.06,IC50,=,60,,nM,,
580,504841393,172472146,CC1=C(N(N=N1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(CCCS5(=O)=O)C=C4)C(C)C,Active,,,,0.414,IC50,=,414,,nM,,
581,504841393,172472146,CC1=C(N(N=N1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(CCCS5(=O)=O)C=C4)C(C)C,Active,,,,0.419,IC50,=,419,,nM,,
582,504841394,172472147,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=NC=C3C=CNC3=C2)Br,Active,,,,6.825,IC50,=,6825,,nM,,
583,504841394,172472147,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=NC=C3C=CNC3=C2)Br,Active,,,,7.542,IC50,=,7542,,nM,,
584,504841395,172472148,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)N[C@@H]5CCN(C5)C,Active,,,,0.414,IC50,=,414,,nM,,
585,504841395,172472148,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)N[C@@H]5CCN(C5)C,Active,,,,0.502,IC50,=,502,,nM,,
586,504841396,172472149,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=CC(=NC=N3)N4N=CC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
587,504841397,172472150,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)N[C@H]4[C@H](CC5=CC=CC=C45)C(=O)O,Active,,,,3.474,IC50,=,3474,,nM,,
588,504841397,172472150,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)N[C@H]4[C@H](CC5=CC=CC=C45)C(=O)O,Active,,,,3.775,IC50,=,3775,,nM,,
589,504841397,172472150,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)N[C@H]4[C@H](CC5=CC=CC=C45)C(=O)O,Active,,,,2.278,IC50,=,2278,,nM,,
590,504841397,172472150,C1CC1NC(=O)NC2=CC=CC3=C2NC=C3C(=O)N[C@H]4[C@H](CC5=CC=CC=C45)C(=O)O,Active,,,,1.853,IC50,=,1853,,nM,,
591,504841398,172472151,CC1=C(NC2=C1C(=NC=N2)NC(=O)CC3=CN=C(C=C3)Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
592,504841399,172472152,CC1=C(NN=C1C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,5.16,IC50,=,5160,,nM,,
593,504841399,172472152,CC1=C(NN=C1C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C)C,Active,,,,4.513,IC50,=,4513,,nM,,
594,504841400,172472153,CC1=C2C[C@H](CCC2=NC=N1)C(=O)N(C)CC[C@H](C(C)C)NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
595,504841400,172472153,CC1=C2C[C@H](CCC2=NC=N1)C(=O)N(C)CC[C@H](C(C)C)NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
596,504841401,172472154,C1CCN(CC1)C(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CSC=C5C(=O)O,Unspecified,,,,44.29,IC50,=,44290,,nM,,
597,504841402,172472155,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](C3=CC=CC(=C3)C4=CN=C(C=C4)OC)C(C)C,Unspecified,,,,20.892,IC50,=,20892,,nM,,
598,504841402,172472155,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](C3=CC=CC(=C3)C4=CN=C(C=C4)OC)C(C)C,Unspecified,,,,17.698,IC50,=,17698,,nM,,
599,504841403,172472156,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(C=NN5)C6CC6,Unspecified,,,,16.109,IC50,=,16109,,nM,,
600,504841403,172472156,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C(C=NN5)C6CC6,Unspecified,,,,14.284,IC50,=,14284,,nM,,
601,504841404,172472157,C1CCN(CC1)C(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CN6C(=N5)C=CC=N6,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
602,504841405,172472158,CC(C)[C@H](C1=CN(N=C1)C)NC2=NC=NC3=C2C=CN3,Active,,,,3.933,IC50,=,3933,,nM,,
603,504841405,172472158,CC(C)[C@H](C1=CN(N=C1)C)NC2=NC=NC3=C2C=CN3,Active,,,,3.174,IC50,=,3174,,nM,,
604,504841406,172472159,C1=CC(=CC=C1[C@@H](CC(=O)O)CNC(=O)C2=C3C=CNC3=NC=N2)Cl,Unspecified,,,,65.277,IC50,=,65277,,nM,,
605,504841406,172472159,C1=CC(=CC=C1[C@@H](CC(=O)O)CNC(=O)C2=C3C=CNC3=NC=N2)Cl,Unspecified,,,,71.328,IC50,=,71328,,nM,,
606,504841407,172472160,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCCN5C=NC=N5,Active,,,,1.78,IC50,=,1780,,nM,,
607,504841408,172472161,CC1=NN=C(O1)NC2=CC=C(C=C2)C(=O)N[C@H]3[C@@H](CC4=C3C=CC=C4O)C(=O)O,Unspecified,,,,25.299,IC50,=,25299,,nM,,
608,504841408,172472161,CC1=NN=C(O1)NC2=CC=C(C=C2)C(=O)N[C@H]3[C@@H](CC4=C3C=CC=C4O)C(=O)O,Unspecified,,,,25.967,IC50,=,25967,,nM,,
609,504841409,172472162,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC(=NC4=C3C=CN4)OC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
610,504841410,171389912,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@H](C3=CC4=C(C=C3)N=C(S4)NC(=O)C)C(C)C,Unspecified,,,,30.131,IC50,=,30131,,nM,,
611,504841411,172472163,C1=CC(=CC=C1[C@@H](CC(=N)N)NC(=O)C2=C3C=CNC3=NC=N2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
612,504841412,172472164,CC(C)[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Active,,,,0.213,IC50,=,213,,nM,,
613,504841412,172472164,CC(C)[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Active,,,,0.206,IC50,=,206,,nM,,
614,504841412,172472164,CC(C)[C@H](C1=CC2=C(C=C1)OCC(=O)N2)NC3=NC=NC4=C3C=C(N4)C5=C(N(N=C5)C)C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
615,504841413,172472165,CC1=C(N(N=N1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,8.667,IC50,=,8667,,nM,,
616,504841413,172472165,CC1=C(N(N=N1)C)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,10.123,IC50,=,10123,,nM,,
617,504841414,172472166,C1CNC(=O)C2=C1C=CC(=C2)CNC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
